1.7748E-04	8.0003E-04
1.5032E-04	8.2697E-04
1.2244E-04	8.5215E-04
9.3505E-05	8.7656E-04
6.3435E-05	8.9899E-04
3.2187E-05	9.1938E-04
2.0280E-04	8.3958E-04
1.7323E-04	8.7232E-04
1.4201E-04	9.0286E-04
1.0889E-04	9.3066E-04
7.3463E-05	9.5503E-04
3.5865E-05	9.7500E-04
2.2797E-04	8.7840E-04
1.9600E-04	9.1698E-04
1.6150E-04	9.5242E-04
1.2401E-04	9.8408E-04
8.3499E-05	1.0104E-03
3.9577E-05	1.0303E-03
2.5354E-04	9.1678E-04
2.1923E-04	9.6139E-04
1.8150E-04	1.0020E-03
1.3977E-04	1.0376E-03
9.3871E-05	1.0665E-03
4.3451E-05	1.0866E-03
4.5362E-05	1.1153E-03
1.6897E-05	1.0923E-03
1.7196E-05	1.1204E-03
4.1440E-05	1.0582E-03
1.6553E-05	1.0374E-03
1.6719E-05	1.0649E-03
3.7623E-05	1.0026E-03
1.6289E-05	9.8283E-04
1.6485E-05	1.0101E-03
3.4049E-05	9.4740E-04
1.6144E-05	9.2841E-04
1.6201E-05	9.5563E-04
3.0100E-05	8.9081E-04
1.5959E-05	9.0057E-04
9.9106E-05	1.0950E-03
6.9109E-05	1.0778E-03
7.3000E-05	1.1067E-03
8.8519E-05	1.0383E-03
6.1945E-05	1.0212E-03
6.5454E-05	1.0494E-03
7.8380E-05	9.8278E-04
5.4903E-05	9.6568E-04
5.8306E-05	9.9359E-04
6.8534E-05	9.2709E-04
4.7967E-05	9.0953E-04
5.1512E-05	9.3789E-04
5.8190E-05	8.7059E-04
4.4206E-05	8.8075E-04
1.4824E-04	1.0645E-03
1.1719E-04	1.0531E-03
1.2450E-04	1.0807E-03
1.3171E-04	1.0109E-03
1.0403E-04	9.9809E-04
1.1062E-04	1.0254E-03
1.1638E-04	9.5752E-04
9.1406E-05	9.4344E-04
9.7661E-05	9.7085E-04
1.0128E-04	9.0363E-04
7.8619E-05	8.8799E-04
8.5090E-05	9.1600E-04
8.5599E-05	8.4901E-04
7.1932E-05	8.5973E-04
1.9215E-04	1.0265E-03
1.6105E-04	1.0206E-03
1.7091E-04	1.0462E-03
1.7135E-04	9.7728E-04
1.4303E-04	9.6892E-04
1.5187E-04	9.9484E-04
1.5173E-04	9.2777E-04
1.2573E-04	9.1705E-04
1.3429E-04	9.4322E-04
1.3222E-04	8.7776E-04
1.0808E-04	8.6470E-04
1.1694E-04	8.9116E-04
1.1244E-04	8.2641E-04
9.9074E-05	8.3795E-04
2.3145E-04	9.8319E-04
2.0076E-04	9.8228E-04
2.1236E-04	1.0054E-03
2.0749E-04	9.3932E-04
1.7899E-04	9.3526E-04
1.8972E-04	9.5893E-04
1.8460E-04	8.9480E-04
1.5777E-04	8.8801E-04
1.6837E-04	9.1180E-04
1.6182E-04	8.4995E-04
1.3648E-04	8.3968E-04
1.4715E-04	8.6421E-04
1.3874E-04	8.0367E-04
1.2565E-04	8.1516E-04
2.6658E-04	9.3596E-04
2.3670E-04	9.3968E-04
2.4948E-04	9.6002E-04
2.4059E-04	8.9781E-04
2.1220E-04	8.9825E-04
2.2433E-04	9.1911E-04
2.1539E-04	8.5912E-04
1.8816E-04	8.5643E-04
2.0018E-04	8.7746E-04
1.9021E-04	8.1987E-04
1.6399E-04	8.1366E-04
1.7613E-04	8.3531E-04
1.6468E-04	7.7983E-04
1.5174E-04	7.9171E-04
2.6948E-04	8.9332E-04
2.8270E-04	9.1121E-04
2.4308E-04	8.5802E-04
2.5621E-04	8.7573E-04
2.1698E-04	8.2214E-04
2.3003E-04	8.4017E-04
1.9073E-04	7.8597E-04
2.0391E-04	8.0400E-04
1.7750E-04	7.6759E-04
3.0753E-04	4.5691E-05
3.0306E-04	9.1383E-05
2.9835E-04	1.3707E-04
2.9340E-04	1.8273E-04
2.8820E-04	2.2838E-04
2.8278E-04	2.7400E-04
2.7711E-04	3.1958E-04
2.7117E-04	3.6513E-04
2.6498E-04	4.1063E-04
2.5851E-04	4.5607E-04
2.5176E-04	5.0144E-04
2.4470E-04	5.4674E-04
2.3750E-04	5.9182E-04
2.2978E-04	6.3688E-04
2.2168E-04	6.8180E-04
2.1313E-04	7.2645E-04
3.5615E-04	4.7944E-05
3.5234E-04	9.5890E-05
3.4808E-04	1.4382E-04
3.4332E-04	1.9171E-04
3.3808E-04	2.3956E-04
3.3237E-04	2.8736E-04
3.2618E-04	3.3510E-04
3.1945E-04	3.8275E-04
