2.5089E-04	-4.0813E-04
2.2018E-04	-4.3315E-04
1.8734E-04	-4.5543E-04
1.5254E-04	-4.7462E-04
1.1604E-04	-4.9027E-04
7.8204E-05	-5.0223E-04
3.9415E-05	-5.1018E-04
2.3029E-04	-3.8278E-04
2.0153E-04	-4.0466E-04
1.7102E-04	-4.2441E-04
1.3896E-04	-4.4169E-04
1.0555E-04	-4.5622E-04
7.1047E-05	-4.6773E-04
3.5824E-05	-4.7603E-04
2.0987E-04	-3.5751E-04
1.8299E-04	-3.7631E-04
1.5492E-04	-3.9357E-04
1.2553E-04	-4.0900E-04
9.5137E-05	-4.2235E-04
6.3913E-05	-4.3344E-04
3.2192E-05	-4.4199E-04
1.8943E-04	-3.3224E-04
1.6443E-04	-3.4805E-04
1.3862E-04	-3.6285E-04
1.1197E-04	-3.7620E-04
8.4679E-05	-3.8837E-04
5.6849E-05	-3.9899E-04
2.8604E-05	-4.0799E-04
1.6898E-04	-3.0690E-04
1.4590E-04	-3.1973E-04
1.2236E-04	-3.3184E-04
9.8480E-05	-3.4355E-04
7.4259E-05	-3.5448E-04
4.9773E-05	-3.6466E-04
2.5062E-05	-3.7403E-04
2.3799E-05	-3.6253E-04
2.2515E-05	-3.5100E-04
8.3551E-06	-3.7956E-04
1.6725E-05	-3.7683E-04
1.5886E-05	-3.6550E-04
1.5031E-05	-3.5408E-04
7.5580E-06	-3.5714E-04
7.9442E-06	-3.6835E-04
2.7480E-05	-3.9673E-04
2.6285E-05	-3.8543E-04
9.6198E-06	-4.1307E-04
1.9147E-05	-4.1063E-04
1.8355E-05	-3.9941E-04
1.7554E-05	-3.8817E-04
8.7991E-06	-3.9074E-04
9.1912E-06	-4.0191E-04
3.1013E-05	-4.3069E-04
2.9791E-05	-4.1934E-04
1.0725E-05	-4.4635E-04
2.1503E-05	-4.4426E-04
2.0707E-05	-4.3308E-04
1.9928E-05	-4.2184E-04
9.9842E-06	-4.2413E-04
1.0365E-05	-4.3518E-04
3.4536E-05	-4.6470E-04
3.3343E-05	-4.5331E-04
1.2023E-05	-4.7979E-04
2.3955E-05	-4.7809E-04
2.3077E-05	-4.6675E-04
2.2313E-05	-4.5555E-04
1.1199E-05	-4.5746E-04
1.1583E-05	-4.6862E-04
3.8223E-05	-4.9874E-04
3.7022E-05	-4.8742E-04
1.3208E-05	-5.1326E-04
2.6377E-05	-5.1189E-04
2.5486E-05	-5.0062E-04
2.4743E-05	-4.8934E-04
1.2418E-05	-4.9095E-04
1.2793E-05	-5.0203E-04
4.1812E-05	-5.3319E-04
4.0600E-05	-5.2165E-04
2.7883E-05	-5.3467E-04
2.7174E-05	-5.2323E-04
1.3637E-05	-5.2441E-04
1.4025E-05	-5.3567E-04
4.7320E-05	-3.5304E-04
4.4877E-05	-3.4141E-04
3.3300E-05	-3.7094E-04
4.1579E-05	-3.6789E-04
3.9561E-05	-3.5639E-04
3.7462E-05	-3.4471E-04
3.0020E-05	-3.4790E-04
3.1691E-05	-3.5951E-04
5.4508E-05	-3.8762E-04
5.2185E-05	-3.7621E-04
3.8075E-05	-4.0523E-04
4.7519E-05	-4.0228E-04
4.5543E-05	-3.9081E-04
4.3533E-05	-3.7933E-04
3.4917E-05	-3.8240E-04
3.6497E-05	-3.9383E-04
6.1522E-05	-4.2191E-04
5.9207E-05	-4.1048E-04
4.2818E-05	-4.3936E-04
5.3415E-05	-4.3646E-04
5.1410E-05	-4.2505E-04
4.9464E-05	-4.1365E-04
3.9605E-05	-4.1658E-04
4.1266E-05	-4.2801E-04
6.8684E-05	-4.5628E-04
6.6277E-05	-4.4481E-04
4.7528E-05	-4.7356E-04
5.9307E-05	-4.7079E-04
5.7344E-05	-4.5938E-04
5.5391E-05	-4.4792E-04
4.4428E-05	-4.5079E-04
4.5989E-05	-4.6218E-04
7.5805E-05	-4.9077E-04
7.3408E-05	-4.7921E-04
5.2345E-05	-5.0791E-04
6.5302E-05	-5.0526E-04
6.3328E-05	-4.9378E-04
6.1360E-05	-4.8231E-04
4.9330E-05	-4.8503E-04
5.0806E-05	-4.9649E-04
8.2996E-05	-5.2547E-04
8.0588E-05	-5.1382E-04
6.9317E-05	-5.2853E-04
6.7388E-05	-5.1687E-04
5.4052E-05	-5.1949E-04
5.5654E-05	-5.3111E-04
7.0722E-05	-3.4303E-04
6.7173E-05	-3.3152E-04
5.7932E-05	-3.6128E-04
6.6119E-05	-3.5795E-04
6.2902E-05	-3.4635E-04
5.9745E-05	-3.3480E-04
5.2341E-05	-3.3820E-04
5.5122E-05	-3.4970E-04
8.1229E-05	-3.7714E-04
7.7769E-05	-3.6587E-04
6.6157E-05	-3.9563E-04
7.5455E-05	-3.9209E-04
7.2360E-05	-3.8076E-04
6.9247E-05	-3.6935E-04
6.0688E-05	-3.7278E-04
6.3473E-05	-3.8427E-04
9.1632E-05	-4.1097E-04
8.8126E-05	-3.9960E-04
7.4402E-05	-4.2990E-04
8.4804E-05	-4.2622E-04
8.1688E-05	-4.1484E-04
7.8574E-05	-4.0345E-04
6.8878E-05	-4.0701E-04
7.1607E-05	-4.1840E-04
1.0207E-04	-4.4494E-04
9.8623E-05	-4.3357E-04
8.2609E-05	-4.6417E-04
9.4131E-05	-4.6032E-04
9.1020E-05	-4.4900E-04
8.7938E-05	-4.3758E-04
7.7142E-05	-4.4131E-04
7.9879E-05	-4.5280E-04
1.1255E-04	-4.7895E-04
1.0904E-04	-4.6754E-04
9.0896E-05	-4.9860E-04
1.0353E-04	-4.9460E-04
1.0040E-04	-4.8320E-04
9.7292E-05	-4.7179E-04
8.5415E-05	-4.7566E-04
8.8151E-05	-4.8715E-04
1.2309E-04	-5.1319E-04
1.1955E-04	-5.0170E-04
1.0982E-04	-5.1776E-04
1.0673E-04	-5.0616E-04
9.3732E-05	-5.1021E-04
9.6512E-05	-5.2184E-04
9.3935E-05	-3.3249E-04
8.9410E-05	-3.2150E-04
8.2361E-05	-3.5089E-04
9.0437E-05	-3.4724E-04
8.6256E-05	-3.3612E-04
8.2029E-05	-3.2490E-04
7.4613E-05	-3.2825E-04
7.8482E-05	-3.3955E-04
1.0749E-04	-3.6535E-04
1.0298E-04	-3.5441E-04
9.3810E-05	-3.8438E-04
1.0292E-04	-3.8033E-04
9.8752E-05	-3.6931E-04
9.4599E-05	-3.5830E-04
8.6203E-05	-3.6214E-04
9.0007E-05	-3.7324E-04
1.2100E-04	-3.9803E-04
1.1647E-04	-3.8705E-04
1.0529E-04	-4.1802E-04
1.1547E-04	-4.1356E-04
1.1123E-04	-4.0246E-04
1.0710E-04	-3.9136E-04
9.7656E-05	-3.9564E-04
1.0146E-04	-4.0680E-04
1.3448E-04	-4.3077E-04
1.2997E-04	-4.1982E-04
1.1680E-04	-4.5162E-04
1.2796E-04	-4.4677E-04
1.2376E-04	-4.3574E-04
1.1964E-04	-4.2468E-04
1.0917E-04	-4.2925E-04
1.1298E-04	-4.4049E-04
1.4801E-04	-4.6360E-04
1.4348E-04	-4.5261E-04
1.2834E-04	-4.8535E-04
1.4051E-04	-4.8009E-04
1.3630E-04	-4.6902E-04
1.3215E-04	-4.5792E-04
1.2066E-04	-4.6289E-04
1.2448E-04	-4.7414E-04
1.6162E-04	-4.9664E-04
1.5711E-04	-4.8554E-04
1.4892E-04	-5.0256E-04
1.4476E-04	-4.9131E-04
1.3223E-04	-4.9671E-04
1.3612E-04	-5.0810E-04
1.1695E-04	-3.2152E-04
1.1148E-04	-3.1105E-04
1.0647E-04	-3.3969E-04
1.1444E-04	-3.3584E-04
1.0928E-04	-3.2520E-04
1.0415E-04	-3.1461E-04
9.6796E-05	-3.1806E-04
1.0163E-04	-3.2889E-04
1.3321E-04	-3.5252E-04
1.2779E-04	-3.4220E-04
1.2095E-04	-3.7194E-04
1.2980E-04	-3.6739E-04
1.2471E-04	-3.5695E-04
1.1958E-04	-3.4640E-04
1.1130E-04	-3.5050E-04
1.1614E-04	-3.6126E-04
1.4943E-04	-3.8335E-04
1.4403E-04	-3.7302E-04
1.3538E-04	-4.0401E-04
1.4516E-04	-3.9886E-04
1.4006E-04	-3.8844E-04
1.3493E-04	-3.7790E-04
1.2575E-04	-3.8257E-04
1.3053E-04	-3.9324E-04
1.6566E-04	-4.1410E-04
1.6023E-04	-4.0377E-04
1.4981E-04	-4.3614E-04
1.6052E-04	-4.3036E-04
1.5536E-04	-4.1990E-04
1.5028E-04	-4.0936E-04
1.4017E-04	-4.1470E-04
